Route,N,%
OAK-AP_N-MH_Control to CMA-AP_N-BruceFront,1,0.0031959092361777
CMA-AP_N-ScaifeD5 to MNH-AP_N-BirdLab,1,0.0031959092361777
CMA-AP_N-ScaifeD1 to MNH-AP_N-BirdLab,1,0.0031959092361777
MNH-AP_N-AmericanIndian to CMA-AP_N-BruceBack,1,0.0031959092361777
CMA-AP_N-BruceFront to CMA-AP_N-Library,1,0.0031959092361777
MNH-AP_N-Wertz to CMA-AP_N-CMATheater,1,0.0031959092361777
CMA-AP_N-BruceBack to MNH-AP_N-PolarWorld,1,0.0031959092361777
MNH-AP_N-Wertz to OAK-AP_N-MH-TicketOffice,1,0.0031959092361777
MNH-AP_N-AmericanIndian to CMA-AP_N-ScaifeD17,1,0.0031959092361777
MNH-AP_N-EarthTheater to CMA-AP_N-ScaifeD11,1,0.0031959092361777
CMA-AP_N-CoatRoom to CMA-AP_N-ScaifeD5,1,0.0031959092361777
OAK-AP_N-CarriageDrive to Oak-AP_N-MH_BackStage,1,0.0031959092361777
CMA-AP_N-CoatRoom to CMA-AP_N-ScaifeD14,1,0.0031959092361777
CMA-AP_N-AOTA to CMA-AP_N-ScaifeD8,1,0.0031959092361777
MNH-AP_N-AmericanIndian to MNH-AP_N-B_L-Hall,1,0.0031959092361777
MNH-AP_N-PolarWorld to CMA-AP_N-HeinzD16,1,0.0031959092361777
OAK-AP_N-Portal to OAK-AP_N-GreenLeft,1,0.0031959092361777
CMA-AP_N-Library to OAK-AP_N-GreenLeft,1,0.0031959092361777
OAK-AP_N-ParhurstMeetingRoom to OAK-AP_N-MH-TicketOffice,1,0.0031959092361777
OAK-AP_N-GreenLeft to CMA-AP_N-ScaifeD11,1,0.0031959092361777
MNH-AP_N-VP to MNH-AP_N-PolarWorld,1,0.0031959092361777
CMA-AP_N-HACOffice to OAK-AP_N-FossilFuels,1,0.0031959092361777
CMA-AP_N-ScaifeD2 to CMA-AP_N-BruceFront,1,0.0031959092361777
MNH-AP_N-DinoHall to CMA-AP_N-CoatRoom,1,0.0031959092361777
OAK-AP_N-CME to CMA-AP_N-ScaifeD8,1,0.0031959092361777
MNH-AP_N-Wertz to MNH-AP_N-VP,1,0.0031959092361777
MNH-AP_N-B_L-Hall to CMA-AP_N-HeinzD16,1,0.0031959092361777
CMA-AP_N-CoatRoom to CMA-AP_N-BruceMiddle,1,0.0031959092361777
CMA-AP_N-ScaifeD14 to MNH-AP_N-AmericanIndian,1,0.0031959092361777
MNH-AP_N-Wertz to MNH-AP_N-IZ,1,0.0031959092361777
MNH-AP_N-EarthTheater to OAK-AP_N-MH-TicketOffice,1,0.0031959092361777
CMA-AP_N-ScaifeD5 to CMA-AP_N-HeinzD16,1,0.0031959092361777
4615-AP_N-Finance to MNH-AP_N-Gems,1,0.0031959092361777
MNH-AP_N-Wertz to CMA-AP_N-Library,1,0.0031959092361777
CMA-AP_N-BalconyGallery to MNH-AP_N-Wertz,1,0.0031959092361777
CMA-AP_N-BruceMiddle to MNH-AP_N-B_L-Hall,1,0.0031959092361777
OAK-AP_N-ParhurstMeetingRoom to MNH-AP_N-Wertz,1,0.0031959092361777
CMA-AP_N-ScaifeD5 to CMA-AP_N-BalconyGallery,1,0.0031959092361777
CMA-AP_N-AOTA to MNH-AP_N-Gems,1,0.0031959092361777
CMA-AP_N-BruceBack to MNH-AP_N-Wertz,1,0.0031959092361777
MNH-AP_N-IZ to OAK-AP_N-Portal,1,0.0031959092361777
CMA-AP_N-AOTA to MNH-AP_N-PolarWorld,1,0.0031959092361777
CMA-AP_N-Heinz-Front to OAK-AP_N-FossilFuels,1,0.0031959092361777
4615-AP_N-Finance to CMA-AP_N-BruceFront,1,0.0031959092361777
CMA-AP_N-Heinz-Front to OAK-AP_N-MH-TicketOffice,1,0.0031959092361777
OAK-AP_N-CarriageDrive to CMA-AP_N-ScaifeD14,1,0.0031959092361777
Oak-AP_N-MH_BackStage to OAK-AP_N-GrandStaircase,1,0.0031959092361777
CMA-AP_N-CoatRoom to OAK-AP_N-GreenRight,1,0.0031959092361777
MNH-AP_N-AmericanIndian to CMA-AP_N-CoatRoom,1,0.0031959092361777
CMA-AP_N-HACOffice to CMA-AP_N-BruceMiddle,1,0.0031959092361777
MNH-AP_N-Gems to CMA-AP_N-Heinz-Front,1,0.0031959092361777
CMA-AP_N-Heinz-Front to MNH-AP_N-Wertz,1,0.0031959092361777
CMA-AP_N-CMATheater to CMA-AP_N-ScaifeD5,1,0.0031959092361777
OAK-AP_N-CarriageDrive to CMA-AP_N-ScaifeD5,1,0.0031959092361777
OAK-AP_N-ParhurstMeetingRoom to MNH-AP_N-DinoHall,1,0.0031959092361777
Total,13255,42.361776925535
